TIME_OF_DAY,TEMPERATURE,HUMIDITY,CO2_INFRAREDSENSOR,CO2_ELECTROCHEMICALSENSOR,METALOXIDESENSOR_UNIT1,METALOXIDESENSOR_UNIT2,METALOXIDESENSOR_UNIT3,METALOXIDESENSOR_UNIT4,CO_GASSENSOR,SESSION_ID,HVAC_OPERATION_MODE,AMBIENT_LIGHT_LEVEL,ACTIVITY_LEVEL
evening,23.37,46.14,111.25,586.32,491.81,734.82,679.78,603.32,1.0,4129,maintenance mode,very bright,high activity
evening,23.59,51.42,113.56,592.08,444.72,728.0,681.3,621.6,1.0,1374,heating active,very bright,moderate activity
evening,22.37,48.15,119.29,589.85,490.6,722.1,684.64,596.1,1.0,4129,heating active,very bright,moderate activity
night,20.81,54.37,118.52,556.2,434.75,711.64,673.27,601.39,2.0,9385,off,very bright,low activity
evening,22.58,48.0,116.91,583.1,492.04,725.53,676.23,598.5,1.0,4129,eco mode,moderate,moderate activity
evening,22.77,51.42,117.17,590.32,477.33,721.84,678.95,599.56,1.0,4129,cooling active,bright,low activity
evening,23.0,47.44,120.18,587.4,494.75,722.36,672.49,592.54,1.0,4129,eco mode,moderate,moderate activity
evening,23.2,51.42,112.97,590.77,488.51,725.96,676.15,601.16,1.0,4129,maintenance mode,bright,low activity
evening,23.3,51.42,118.85,587.07,483.61,714.02,681.1,577.95,1.0,4129,ventilation only,moderate,low activity
evening,23.48,51.42,110.73,588.12,484.83,714.24,676.92,581.9,1.0,4129,ventilation only,bright,low activity
afternoon,19.17,54.87,86.75,586.44,496.09,737.97,699.11,624.21,0.0,1903,heating active,bright,low activity
evening,23.26,44.97,116.26,592.13,421.68,730.08,681.73,615.43,1.0,2105,cooling active,moderate,moderate activity
morning,19.02,50.61,113.66,595.55,440.1,736.57,693.54,625.19,1.0,2105,maintenance mode,bright,low activity
evening,22.68,47.96,121.2,587.71,493.83,714.62,667.79,577.8,1.0,4129,maintenance mode,very bright,low activity
evening,22.59,48.14,116.95,592.1,480.78,710.88,662.97,579.97,1.0,4129,heating active,dim,low activity
evening,22.5,51.42,114.75,587.23,465.42,719.52,672.69,585.9,1.0,4129,ventilation only,moderate,low activity
evening,22.33,51.42,115.64,585.68,480.8,708.17,658.14,567.07,1.0,4129,cooling active,very bright,low activity
evening,24.97,53.17,134.94,542.69,441.75,696.6,647.48,564.29,2.0,8936,heating active,very bright,low activity
evening,22.22,48.99,122.77,586.21,483.07,708.13,660.58,582.04,1.0,4129,off,very bright,low activity
evening,22.17,51.42,122.82,593.25,483.47,715.55,659.99,577.43,1.0,4129,eco mode,bright,low activity
afternoon,20.08,46.31,78.84,595.66,499.76,745.97,725.07,655.06,0.0,1826,ventilation only,dim,moderate activity
evening,21.56,49.98,114.45,587.87,472.9,705.95,660.14,577.23,1.0,4129,maintenance mode,very bright,low activity
evening,21.78,50.9,85.48,607.62,441.81,723.12,683.12,586.51,1.0,9127,maintenance mode,bright,low activity
evening,21.69,51.42,116.46,587.81,461.55,700.25,662.41,558.49,1.0,4129,cooling active,moderate,low activity
evening,22.61,47.8,124.56,588.7,461.08,708.34,661.54,570.6,1.0,4129,maintenance mode,very bright,low activity
evening,22.51,47.69,114.61,584.33,463.98,702.27,652.9,561.35,2.0,4129,heating active,moderate,low activity
evening,22.93,46.61,116.78,587.44,467.44,702.0,655.05,555.22,2.0,4129,maintenance mode,dim,low activity
evening,22.6,51.42,116.84,593.33,446.31,726.7,703.32,641.51,1.0,5820,cooling active,very bright,moderate activity
evening,23.02,46.3,121.14,585.78,442.03,726.7,649.3,556.72,2.0,4129,maintenance mode,very dim,low activity
evening,22.93,46.43,121.5,589.11,448.98,706.64,659.41,569.92,2.0,4129,cooling active,moderate,low activity
night,19.49,57.17,126.19,560.35,405.8,697.72,651.1,577.12,2.0,6528,off,bright,low activity
night,20.86,47.98,121.91,594.72,459.89,739.37,701.87,613.67,2.0,2105,ventilation only,very bright,high activity
evening,21.88,48.04,111.87,589.9,449.29,709.15,656.53,568.56,1.0,4129,off,very bright,low activity
evening,21.66,48.34,117.04,589.78,436.34,703.08,653.35,566.41,2.0,4129,cooling active,bright,low activity
evening,20.33,52.01,114.53,584.59,432.85,711.16,658.54,562.5,2.0,4129,heating active,dim,low activity
afternoon,21.46,46.79,134.59,588.63,463.51,739.77,689.78,637.07,1.0,5820,eco mode,very bright,moderate activity
evening,20.07,52.36,116.96,590.98,417.32,708.44,665.29,569.62,2.0,4129,eco mode,dim,moderate activity
evening,20.14,51.54,115.1,588.17,433.47,706.57,677.47,559.5,2.0,4129,heating active,bright,low activity
evening,20.09,51.42,107.69,587.92,445.42,714.03,670.27,579.41,2.0,4129,off,very bright,low activity
night,19.93,51.94,115.81,591.21,421.43,715.74,669.85,572.34,2.0,4129,eco mode,moderate,low activity
night,19.83,52.27,118.17,593.35,428.77,703.86,670.2,574.3,2.0,4129,heating active,very bright,low activity
evening,24.68,51.42,113.75,577.06,449.55,702.88,661.32,591.71,1.0,4507,eco mode,bright,low activity
morning,18.62,47.74,87.68,613.03,489.07,757.83,722.1,659.55,0.0,8374,maintenance mode,very bright,moderate activity
night,19.73,52.17,111.13,589.65,452.29,706.11,667.48,572.97,1.0,4129,maintenance mode,bright,moderate activity
evening,25.32,51.42,113.1,572.38,444.39,718.92,668.9,610.02,1.0,4507,eco mode,moderate,low activity
afternoon,22.55,51.42,108.93,565.8,476.24,705.22,644.76,570.38,2.0,4761,ventilation only,bright,low activity
night,18.76,51.42,108.04,597.05,489.08,740.63,695.02,631.21,1.0,9127,heating active,bright,moderate activity
night,18.5,50.33,123.89,577.03,489.91,749.21,698.72,643.82,1.0,6431,eco mode,very bright,high activity
night,19.59,51.42,111.76,590.46,451.8,726.7,668.45,584.44,1.0,4129,cooling active,bright,low activity
night,19.5,52.22,109.1,593.54,468.47,713.22,683.4,584.78,1.0,4129,off,moderate,low activity
night,19.36,51.42,122.19,590.84,468.8,705.06,681.44,596.8,1.0,4129,heating active,dim,moderate activity
evening,24.2,51.42,104.2,605.25,450.21,726.75,683.36,606.33,1.0,7241,ventilation only,bright,moderate activity
evening,20.0,45.8,93.28,597.59,512.43,739.35,702.33,628.37,1.0,8052,ventilation only,very bright,moderate activity
night,19.2,52.79,115.91,586.24,470.91,717.28,685.98,582.86,1.0,4129,maintenance mode,very bright,low activity
night,19.12,51.42,121.24,591.73,490.81,716.42,681.8,591.8,1.0,4129,maintenance mode,very bright,low activity
morning,17.31,51.42,119.49,577.64,461.46,720.91,661.37,596.12,2.0,9184,eco mode,bright,moderate activity
night,19.03,51.42,123.0,582.07,493.16,723.87,681.76,588.74,1.0,4129,eco mode,bright,moderate activity
night,19.04,52.78,120.16,588.87,483.09,722.59,675.8,588.31,1.0,4129,cooling active,bright,moderate activity
night,19.01,51.42,113.69,586.06,494.96,714.87,676.48,581.07,1.0,4129,off,bright,low activity
night,18.99,52.88,127.74,594.49,491.22,726.7,688.8,596.16,1.0,4129,off,very bright,moderate activity
night,18.77,51.42,123.18,593.55,486.17,716.26,679.18,588.3,1.0,4129,off,very bright,moderate activity
night,18.7,51.42,121.83,584.7,490.33,726.32,684.08,595.27,1.0,4129,cooling active,dim,moderate activity
morning,18.81,51.42,143.91,575.52,477.75,729.85,673.81,617.92,1.0,4507,cooling active,very bright,low activity
night,18.67,53.54,124.19,588.78,506.99,719.4,681.76,604.64,1.0,4129,maintenance mode,bright,moderate activity
night,18.65,53.57,121.92,592.1,482.41,725.72,685.44,593.32,1.0,4129,heating active,bright,moderate activity
night,18.7,53.41,121.92,591.8,498.92,725.89,680.07,592.24,1.0,4129,maintenance mode,very bright,low activity
night,18.68,51.42,121.61,590.58,496.9,721.19,685.54,588.63,1.0,4129,ventilation only,bright,moderate activity
night,18.68,53.43,128.79,589.79,493.93,726.98,687.96,603.03,1.0,4129,heating active,very dim,high activity
night,18.63,51.42,121.65,591.67,505.47,727.37,681.86,595.16,1.0,4129,off,very bright,low activity
night,18.57,53.49,120.8,587.45,502.32,726.94,682.86,599.53,1.0,4129,heating active,very bright,low activity
night,20.88,51.42,117.65,569.5,386.17,697.35,655.3,557.26,2.0,7395,heating active,very bright,low activity
night,18.49,53.66,117.72,583.63,487.76,723.32,683.88,605.22,1.0,4129,maintenance mode,dim,moderate activity
night,18.32,54.02,117.71,594.87,502.47,739.93,683.19,608.36,1.0,4129,eco mode,very bright,moderate activity
night,18.34,53.86,120.08,583.88,505.88,725.79,696.16,612.91,1.0,4129,heating active,very bright,moderate activity
night,18.32,51.42,122.17,586.78,501.75,728.8,688.85,611.14,1.0,4129,eco mode,very bright,low activity
morning,18.94,52.33,119.56,575.88,407.13,710.16,659.33,588.41,2.0,5172,off,very bright,low activity
morning,18.74,54.35,107.17,594.32,511.29,748.19,708.55,634.21,0.0,4507,ventilation only,very bright,moderate activity
afternoon,20.13,46.54,95.9,599.06,455.87,725.21,682.74,609.76,2.0,6431,eco mode,very bright,low activity
night,18.21,54.06,118.05,592.04,503.41,726.7,706.34,610.11,1.0,9658,ventilation only,very bright,moderate activity
night,18.08,54.4,115.62,585.14,509.09,733.4,692.23,613.84,1.0,9658,cooling active,very bright,low activity
morning,17.98,54.34,129.32,588.73,483.15,723.74,670.99,601.77,1.0,7963,maintenance mode,very bright,moderate activity
night,17.95,54.76,120.33,594.08,522.49,726.7,694.29,606.68,1.0,9658,heating active,very bright,moderate activity
night,17.92,54.81,120.67,591.57,500.83,743.17,695.81,622.9,1.0,9658,ventilation only,very bright,high activity
night,19.99,56.28,125.74,562.74,380.32,692.46,647.01,566.95,2.0,6528,eco mode,very bright,low activity
night,18.18,48.04,117.24,576.36,469.11,726.7,685.47,613.56,3.0,8052,cooling active,very bright,high activity
night,18.08,54.39,118.47,587.98,506.37,739.64,698.92,617.03,1.0,9658,cooling active,moderate,low activity
afternoon,18.52,46.69,87.81,610.19,484.77,762.66,725.26,651.94,0.0,2105,eco mode,bright,low activity
morning,18.03,54.47,122.36,592.44,510.58,729.14,698.59,634.19,1.0,9658,maintenance mode,moderate,moderate activity
morning,17.91,54.65,117.22,596.08,507.28,741.8,699.79,623.32,1.0,9658,cooling active,bright,low activity
morning,18.02,54.55,120.36,593.97,502.85,744.88,708.55,635.45,1.0,9658,eco mode,bright,high activity
morning,17.95,54.65,120.55,587.51,494.29,739.56,708.71,611.82,1.0,9658,maintenance mode,very dim,low activity
morning,17.87,54.82,118.95,592.41,514.42,736.75,693.34,623.35,1.0,9658,cooling active,very bright,low activity
afternoon,18.56,52.56,103.12,602.44,519.18,762.58,728.68,662.81,1.0,4129,eco mode,very bright,low activity
morning,17.73,51.42,114.17,588.28,513.48,746.34,704.74,626.65,1.0,9658,eco mode,very bright,low activity
morning,17.64,55.47,121.25,591.12,520.49,740.27,697.76,640.67,1.0,9658,ventilation only,very bright,low activity
morning,17.63,55.51,118.23,586.44,511.73,726.7,702.83,636.31,1.0,9658,off,moderate,moderate activity
evening,25.51,51.42,109.5,596.32,399.81,715.94,664.12,580.45,1.0,3856,ventilation only,very bright,low activity
morning,17.66,55.42,116.88,591.18,508.95,739.2,702.7,628.87,1.0,9658,eco mode,bright,low activity
morning,17.75,55.18,124.18,587.32,494.28,740.82,701.85,634.68,1.0,9658,ventilation only,very bright,high activity
morning,17.7,51.42,125.09,591.64,515.27,749.17,701.05,634.96,1.0,9658,maintenance mode,very bright,low activity
night,22.2,51.42,102.38,552.56,460.21,748.8,696.77,641.02,1.0,9241,maintenance mode,very bright,low activity
morning,20.26,51.42,113.42,555.08,472.64,694.89,647.97,590.65,2.0,3592,cooling active,very bright,low activity
evening,24.14,44.87,122.13,590.94,461.49,736.86,683.47,607.19,1.0,8374,maintenance mode,very bright,high activity
morning,17.79,51.42,118.41,596.39,500.88,744.83,714.17,629.26,1.0,9658,heating active,bright,moderate activity
morning,17.76,55.06,119.68,590.31,492.93,741.27,715.05,630.99,1.0,9658,ventilation only,bright,moderate activity
morning,17.48,55.81,119.04,588.41,505.56,738.68,708.49,630.15,1.0,9658,eco mode,very bright,moderate activity
morning,17.75,53.46,111.98,595.06,518.71,744.65,694.74,635.77,1.0,9658,maintenance mode,bright,moderate activity
morning,17.84,52.81,98.84,595.43,516.45,726.7,706.48,627.96,1.0,9658,off,very bright,low activity
morning,17.53,52.24,94.36,604.35,537.85,749.29,707.4,642.83,1.0,9658,cooling active,very bright,moderate activity
morning,17.35,51.42,86.86,606.99,527.26,748.03,714.9,648.37,1.0,9658,off,moderate,low activity
morning,17.13,52.82,77.34,603.2,535.15,753.44,703.55,662.44,1.0,9658,eco mode,bright,moderate activity
morning,16.97,51.42,78.72,606.51,534.06,761.38,721.01,660.76,1.0,9658,eco mode,very dim,moderate activity
morning,16.9,53.14,83.48,612.66,544.24,726.7,721.04,663.82,1.0,9658,off,bright,moderate activity
night,20.12,48.92,112.12,597.03,464.96,738.39,689.61,607.31,1.0,2105,heating active,very bright,moderate activity
evening,23.0,46.4,98.75,597.14,439.74,735.45,698.67,623.15,1.0,1482,cooling active,bright,moderate activity
night,20.03,55.37,98.85,599.77,462.61,709.26,645.44,563.53,1.0,3856,cooling active,very bright,high activity
afternoon,21.44,48.97,108.05,598.08,485.05,734.46,696.71,627.48,1.0,9658,cooling active,very bright,moderate activity
morning,18.22,53.01,80.39,606.26,539.42,760.53,728.99,675.86,1.0,9658,off,bright,low activity
morning,18.24,53.14,83.47,603.94,549.06,761.58,723.84,661.39,1.0,9658,ventilation only,dim,moderate activity
night,20.43,51.42,147.9,565.06,459.6,705.22,649.52,587.44,1.0,4507,heating active,bright,low activity
morning,17.94,54.23,86.21,605.28,524.16,757.59,718.32,665.54,1.0,9658,cooling active,very bright,moderate activity
morning,18.32,53.88,86.65,603.86,525.32,726.7,723.47,655.26,1.0,9658,maintenance mode,bright,high activity
night,20.26,51.94,105.07,550.64,501.12,750.84,697.04,629.1,1.0,9241,eco mode,very bright,low activity
morning,18.02,51.42,103.58,600.87,517.13,760.24,715.38,668.54,1.0,9658,maintenance mode,bright,low activity
morning,18.81,56.41,114.43,602.55,493.74,744.37,674.85,613.5,1.0,3856,eco mode,bright,moderate activity
afternoon,23.39,52.19,107.95,554.57,406.12,701.71,667.18,590.94,2.0,5214,cooling active,bright,low activity
night,20.78,52.72,125.3,568.19,399.78,697.42,659.26,574.79,1.0,7395,eco mode,bright,low activity
morning,20.15,56.62,124.52,548.77,467.38,703.87,635.65,583.46,2.0,3592,maintenance mode,very bright,low activity
morning,17.56,56.18,103.85,593.62,520.28,756.25,720.35,654.41,1.0,9658,eco mode,bright,moderate activity
morning,17.57,55.93,104.22,590.99,521.49,753.6,717.9,655.59,1.0,9658,maintenance mode,very dim,moderate activity
morning,17.61,55.75,107.83,595.87,531.71,726.7,715.92,666.06,1.0,9658,cooling active,very bright,low activity
night,20.23,53.67,118.89,581.2,484.21,726.46,684.67,631.83,1.0,1826,maintenance mode,bright,moderate activity
afternoon,17.86,54.96,103.68,596.24,525.73,752.87,703.21,651.16,1.0,9658,off,very bright,high activity
afternoon,18.1,54.44,104.09,595.0,519.02,755.55,706.11,666.86,1.0,9658,off,very bright,moderate activity
afternoon,18.57,53.16,110.31,597.58,503.23,750.42,705.67,647.34,1.0,9658,maintenance mode,moderate,moderate activity
afternoon,17.91,55.07,107.4,596.83,511.51,749.97,721.11,648.41,1.0,9658,off,moderate,high activity
morning,17.26,51.42,118.26,580.82,476.84,715.52,657.16,600.85,1.0,9184,cooling active,very bright,low activity
afternoon,17.98,54.82,108.6,598.15,501.41,752.28,712.33,647.17,1.0,9658,cooling active,bright,low activity
afternoon,18.15,54.23,109.98,590.51,509.03,726.7,707.5,650.92,1.0,9658,heating active,bright,low activity
night,20.08,51.42,112.49,604.61,451.61,721.35,647.71,574.7,1.0,3856,eco mode,dim,low activity
evening,23.67,52.07,125.55,549.55,388.9,706.71,637.86,566.91,2.0,4761,off,very bright,low activity
afternoon,18.19,51.42,106.44,594.25,513.28,747.29,716.62,659.46,1.0,9658,maintenance mode,very bright,moderate activity
afternoon,18.15,53.69,106.6,592.61,525.93,726.7,711.94,641.65,1.0,9658,heating active,bright,low activity
afternoon,18.33,53.2,104.18,604.87,512.4,757.34,711.49,649.52,1.0,9658,ventilation only,bright,low activity
afternoon,23.79,50.42,106.84,546.83,490.58,715.05,669.76,612.16,1.0,7058,heating active,very bright,low activity
evening,24.27,49.4,145.68,563.01,415.33,680.26,649.96,566.25,2.0,5172,heating active,dim,low activity
afternoon,18.4,52.92,105.4,593.77,502.01,752.28,711.66,651.27,1.0,9658,ventilation only,very bright,low activity
afternoon,18.27,53.51,99.61,599.33,499.52,748.38,715.03,649.09,1.0,9658,eco mode,very bright,moderate activity
night,20.2,56.06,125.42,571.38,379.51,684.35,644.53,563.22,2.0,6528,cooling active,very bright,low activity
evening,23.76,49.36,112.28,576.12,454.34,719.14,669.08,604.56,1.0,6528,cooling active,very bright,high activity
afternoon,18.4,53.48,103.85,595.72,409.74,736.97,693.94,627.23,1.0,9658,ventilation only,very bright,high activity
afternoon,18.53,52.65,105.47,591.02,438.45,727.75,700.69,642.79,1.0,9658,eco mode,moderate,high activity
afternoon,18.74,52.21,96.95,598.96,412.2,745.85,698.34,625.41,1.0,9658,cooling active,dim,moderate activity
afternoon,18.69,52.26,109.24,597.04,432.77,738.46,695.04,629.95,1.0,9658,heating active,dim,moderate activity
afternoon,18.53,52.56,104.75,600.72,425.39,746.43,702.51,625.76,1.0,9658,cooling active,very bright,moderate activity
afternoon,18.56,52.7,107.35,598.39,438.11,740.48,711.83,625.61,1.0,9658,maintenance mode,dim,high activity
afternoon,18.44,52.67,111.14,594.33,439.13,726.7,705.49,633.84,1.0,9658,heating active,very bright,moderate activity
night,20.97,51.42,125.8,565.2,371.84,684.74,641.12,551.72,3.0,7395,ventilation only,dim,low activity
afternoon,18.42,52.45,105.87,597.13,444.19,751.24,699.56,634.2,1.0,9658,cooling active,very bright,high activity
afternoon,18.58,51.42,105.48,601.3,455.18,749.29,698.62,646.75,1.0,9658,heating active,bright,low activity
evening,24.02,51.42,112.85,574.54,458.15,710.32,676.44,603.09,2.0,7395,cooling active,dim,low activity
evening,21.71,51.42,114.87,591.95,420.04,736.72,701.67,637.06,1.0,5820,eco mode,bright,moderate activity
afternoon,18.51,52.24,108.31,588.92,456.82,746.73,702.96,626.66,1.0,9658,off,bright,moderate activity
morning,20.05,55.16,118.44,551.04,514.87,730.68,676.0,615.39,1.0,1458,eco mode,very bright,low activity
afternoon,18.32,52.68,115.88,591.38,448.85,726.7,670.73,551.72,1.0,6847,eco mode,very bright,low activity
afternoon,19.04,50.87,107.89,594.92,454.44,736.4,695.39,630.87,1.0,9658,eco mode,bright,low activity
afternoon,17.98,51.42,103.23,602.55,485.36,750.31,696.4,630.21,1.0,9658,cooling active,very bright,moderate activity
morning,19.78,55.58,120.85,558.63,485.47,728.47,688.76,616.78,1.0,2847,eco mode,very dim,low activity
evening,23.73,46.63,119.58,586.69,439.62,721.42,678.17,603.86,2.0,9658,off,very bright,low activity
afternoon,18.71,51.42,99.19,598.3,459.62,741.41,704.52,627.03,1.0,9658,maintenance mode,very bright,moderate activity
night,20.24,45.1,110.17,582.19,454.69,715.03,660.25,595.99,3.0,8052,eco mode,very bright,low activity
afternoon,18.89,51.84,101.93,595.03,482.29,737.88,703.11,619.07,1.0,9658,heating active,very bright,low activity
